cod_municipio,UF,municipio,populacao,faixa_populacao,regiao,atendimento_website,atendimento_whatsapp,atendimento_telefone,nao_disponibiliza_atendimento_distancia,tipo_conexao_internet,tem_estrutura_t,ti_funcionarios_efetivos,ti_terceirizados,tem_cpd,software_interno,software_sociedade,nao_desenvolveu_software,A página da prefeitura na internet está,servico_ouvidoria_online,servico_consulta_processos,servico_nota_fiscal_eletronica,servico_agendamento_saude,site_mobile,tem_inclusao_digital,curso_informatica_populacao,tem_wifi_publico,consulta_publica_online,tem_portal_transparencia,tem_portal_dados_abertos,acessibilidade_sem_mouse,acessibilidade_libras
2310902,CE,Piquet Carneiro,17202,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Sim,Não,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Sim
2310951,CE,Pires Ferreira,10952,3 - 10001 até 20000,2 - Nordeste,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Não
2311009,CE,Poranga,12423,3 - 10001 até 20000,2 - Nordeste,Não,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
2311108,CE,Porteiras,17745,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
2311207,CE,Potengi,8926,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
2311231,CE,Potiretama,6129,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
2311264,CE,Quiterianópolis,20506,4 - 20001 até 50000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim
2311306,CE,Quixadá,88483,5 - 50001 até 100000,2 - Nordeste,Sim,Sim,Sim,Não,Via rádio,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
2311355,CE,Quixelô,16992,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Sim,Não,Ativa,Sim,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Não
2311405,CE,Quixeramobim,85797,5 - 50001 até 100000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não
2311504,CE,Quixeré,21607,4 - 20001 até 50000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Sim,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
2311603,CE,Redenção,28359,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Sim,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
2311702,CE,Reriutaba,19059,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
2311801,CE,Russas,74582,5 - 50001 até 100000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Não,Sim,Não,Não,Sim
2311900,CE,Saboeiro,14036,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim
2311959,CE,Salitre,17220,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Não
2312007,CE,Santana do Acaraú,32043,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Sim,Não,Ativa,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não
2312106,CE,Santana do Cariri,17388,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não
2312205,CE,Santa Quitéria,41647,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Sim,Não,Ativa,Não,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Sim
2312304,CE,São Benedito,49829,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Sim,Não,Via rádio,Sim,Não,Sim,Não,Não,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
2312403,CE,São Gonçalo do Amarante,57499,5 - 50001 até 100000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
2312502,CE,São João do Jaguaribe,5792,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não
2312601,CE,São Luís do Curu,10962,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Sim,Não,Ativa,Sim,Sim,Não,Não,Sim,Não,-,Não,Sim,Sim,Sim,Sim,Sim
2312700,CE,Senador Pompeu,25143,4 - 20001 até 50000,2 - Nordeste,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
2312809,CE,Senador Sá,7519,2 - 5001 até 10000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Sim,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não
2312908,CE,Sobral,215286,6 - 100001 até 500000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
2313005,CE,Solonópole,18736,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
2313104,CE,Tabuleiro do Norte,32044,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não
2313203,CE,Tamboril,25331,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim
2313252,CE,Tarrafas,7626,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não
2313302,CE,Tauá,64255,5 - 50001 até 100000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim
2313351,CE,Tejuçuoca,17626,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Sim,Não
2313401,CE,Tianguá,86137,5 - 50001 até 100000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim
2313500,CE,Trairi,61516,5 - 50001 até 100000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Sim,Sim,Sim
2313559,CE,Tururu,15457,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não
2313609,CE,Ubajara,34312,4 - 20001 até 50000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não
2313708,CE,Umari,6993,2 - 5001 até 10000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
2313757,CE,Umirim,17804,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
2313807,CE,Uruburetama,21279,4 - 20001 até 50000,2 - Nordeste,Não,Não,Não,Sim,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Não,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
2313906,CE,Uruoca,14243,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim
2313955,CE,Varjota,18660,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim
2314003,CE,Várzea Alegre,40771,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Sim
2314102,CE,Viçosa do Ceará,62609,5 - 50001 até 100000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim
2400109,RN,Acari,10865,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Sim,Sim,Sim
2400208,RN,Açu,58906,5 - 50001 até 100000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim
2400307,RN,Afonso Bezerra,11149,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Não,Não,Não,Não,-,Não,Não,Sim,Sim,-,-
2400406,RN,Água Nova,3028,1 - Até 5000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não
2400505,RN,Alexandria,14042,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Sim,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não
2400604,RN,Almino Afonso,4806,1 - Até 5000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,-,-
2400703,RN,Alto do Rodrigues,12857,3 - 10001 até 20000,2 - Nordeste,Não,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Sim,Não,Não,Ativa,Sim,Sim,Não,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
2400802,RN,Angicos,11973,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
2400901,RN,Antônio Martins,6738,2 - 5001 até 10000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
2401008,RN,Apodi,37390,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Não,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,-,-
2401107,RN,Areia Branca,24643,4 - 20001 até 50000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
2401206,RN,Arês,13657,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Sim,Não,Não,-,Sim,Não,Sim,Não,Não,Não
2401305,RN,Campo Grande,10045,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Não
2401404,RN,Baía Formosa,9098,2 - 5001 até 10000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não
2401453,RN,Baraúna,28268,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,Sim,Não
2401503,RN,Barcelona,4103,1 - Até 5000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Sim,Não,Não
2401602,RN,Bento Fernandes,4920,1 - Até 5000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Sim,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Não
2401651,RN,Bodó,2363,1 - Até 5000,2 - Nordeste,Sim,Não,Sim,Não,Via rádio,Sim,Não,Sim,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,-,-
2401701,RN,Bom Jesus,10279,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não
2401800,RN,Brejinho,12603,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Não,Não
2401859,RN,Caiçara do Norte,6474,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Não
2401909,RN,Caiçara do Rio do Vento,3359,1 - Até 5000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim
2402006,RN,Caicó,63339,5 - 50001 até 100000,2 - Nordeste,Não,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não
2402105,RN,Campo Redondo,10504,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
2402204,RN,Canguaretama,30806,4 - 20001 até 50000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Sim,Não
2402303,RN,Caraúbas,20161,4 - 20001 até 50000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
2402402,RN,Carnaúba dos Dantas,8267,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Em elaboração,-,-,-,-,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
2402501,RN,Carnaubais,10010,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Sim,Não,Não,Não,Não,-,Não,Não,Sim,Não,Não,Não
2402600,RN,Ceará-Mirim,83009,5 - 50001 até 100000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,-,-
2402709,RN,Cerro Corá,11322,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,-,-
2402808,RN,Coronel Ezequiel,5241,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
2402907,RN,Coronel João Pessoa,4315,1 - Até 5000,2 - Nordeste,Sim,Não,Sim,Não,Via rádio,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Não,Sim
2403004,RN,Cruzeta,8238,2 - 5001 até 10000,2 - Nordeste,Não,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Não,Não,Ativa,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Não
2403103,RN,Currais Novos,42930,4 - 20001 até 50000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim
2403202,RN,Doutor Severiano,7253,2 - 5001 até 10000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não
2403251,RN,Parnamirim,269298,6 - 100001 até 500000,2 - Nordeste,Não,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Sim,Sim,Não,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim
2403301,RN,Encanto,6252,2 - 5001 até 10000,2 - Nordeste,Sim,Não,Sim,Não,Não sabe informar,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Não,Não,Não,Não,-,Não,Não,Sim,Sim,Sim,Sim
2403400,RN,Equador,5476,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
2403509,RN,Espírito Santo,10936,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Ativa,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não
2403608,RN,Extremoz,66993,5 - 50001 até 100000,2 - Nordeste,Não,Não,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,Sim,Sim
2403707,RN,Felipe Guerra,6458,2 - 5001 até 10000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Sim,Não
2403756,RN,Fernando Pedroza,3029,1 - Até 5000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,Sim,Sim
2403806,RN,Florânia,10528,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Não
2403905,RN,Francisco Dantas,2763,1 - Até 5000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Não,Não,Sim,Não,-,Sim,Não,Sim,Não,Não,Não
2404002,RN,Frutuoso Gomes,4231,1 - Até 5000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Não,Sim,Não,Não,Não,-,Não,Não,Sim,Não,-,-
2404101,RN,Galinhos,2160,1 - Até 5000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Não,Sim,Não,Não,Sim
2404200,RN,Goianinha,28212,4 - 20001 até 50000,2 - Nordeste,Sim,Não,Não,Não,Via cabo ou fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não
2404309,RN,Governador Dix-Sept Rosado,12239,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,-,-
2404408,RN,Grossos,10251,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Não,Não,Sim,Não,Não,Não,-,Sim,Não,Sim,Não,Sim,Não
2404507,RN,Guamaré,15947,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Sim,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim
2404606,RN,Ielmo Marinho,11903,3 - 10001 até 20000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim
2404705,RN,Ipanguaçu,14539,3 - 10001 até 20000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não
2404804,RN,Ipueira,2090,1 - Até 5000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,Sim,Sim,Sim,Não
2404853,RN,Itajá,7531,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Sim,Não,Via cabo ou fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Não,Ativa,Sim,Não,Não,Sim,Sim,Não,-,Não,Sim,Sim,Não,Não,Não
2404903,RN,Itaú,5452,2 - 5001 até 10000,2 - Nordeste,Sim,Sim,Não,Não,Via cabo ou fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim
2405009,RN,Jaçanã,8051,2 - 5001 até 10000,2 - Nordeste,Sim,Não,Sim,Não,Via cabo ou fibra ótica,Não,-,-,Não,Não,Não,Sim,Ativa,Sim,Sim,Sim,Não,Não,Não,-,Não,Sim,Sim,Não,-,-
